"ncbi_gene_id","gene_symbol","PAAD_fdr_adjusted_p_value","PAAD_cancer_sample_med","PAAD_normal_sample_med","PAAD_log2_fold_change","PAAD_p_value","KIRC_fdr_adjusted_p_value","KIRC_cancer_sample_med","KIRC_normal_sample_med","KIRC_log2_fold_change","KIRC_p_value","BRCA_fdr_adjusted_p_value","BRCA_cancer_sample_med","BRCA_normal_sample_med","BRCA_log2_fold_change","BRCA_p_value","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value"
440585,"FAM183A",6.8506e-05,1,1,0,0.0023651845426087,1e-20,4.58,2.199,1.05849999412934,5.66341093670886e-20,1e-20,3.869,2.679,0.530266147600838,5.02960526315789e-20,0.0003386,6.257,26.266,-2.06965350272052,0.000619774819316689
440603,"BCL2L15",0.015645,18.497,9.195,1.00836982147355,0.144351345724907,0.0077177,1,1.51,-0.594548549550354,0.0126318388730333,3.2659e-09,1,1,0,8.6483565985452e-09,1e-20,6.25,1,2.64385618977472,5.48805712878601e-20
440905,"AC018865.3",0.038549,1,1,0,0.259063895734597,0.047264,1,1,0,0.0682532685950413,1.4959e-08,1,1,0,3.79518434734513e-08,5.5526e-09,1,1,0,1.48204546347305e-08
440925,"LINC01124",0.00089977,1,1,0,0.0180244541271443,0.00024478,1,1.047,-0.0662614422687213,0.000461653552576103,1e-20,1,1,0,5.02960526315789e-20,1e-20,1.834,1.334,0.459234972410469,5.48805712878601e-20
441459,"ANKRD18B",0.0086022,1,1,0,0.0956699576470588,0.025131,1,1,0,0.0383373558859637,9.2516e-07,1,1,0,2.0790265138154e-06,1.3705e-10,1,1,0,4.07149206878166e-10
4438,"MSH4",0.041182,1,1,0,0.269674333003627,0.003809,1,1,0,0.00645296879260718,1.0617e-05,1,1,0,2.173532937606e-05,0.0037164,1,1,0,0.0058738675838593
444,"ASPH",0.020544,118.058,74.326,0.667556932915392,0.173548718297872,0.043752,125.599,110.497,0.184817776864482,0.0636749890681936,5.7679e-12,154.977,296.003,-0.933557675403189,1.78621099783959e-11,1e-20,172.785,111.876,0.627077400203653,5.48805712878601e-20
4478,"MSN",0.0087557,275.204,553.182,-1.00725277407749,0.0969162688963211,0.010885,587.836,506.026,0.216202201014916,0.0174995622484186,7.4109e-16,206.082,353.158,-0.777095278074802,2.85135030196276e-15,1.3296e-20,418.08,707.656,-0.759269189718415,7.23987178108967e-20
4482,"MSRA",0.001963,21.52,29.595,-0.459675378888091,0.0325231723102586,5.2867e-09,50.735,103.566,-1.02949720191475,1.38457063466042e-08,1e-20,15.246,34.261,-1.16813647977029,5.02960526315789e-20,3.3617e-20,18.151,29.199,-0.685869927533393,1.79411417385057e-19
4486,"MST1R",6.5758e-05,39.46,10.551,1.90301121526446,0.00229022423859649,0.032636,1,1.199,-0.261831658752137,0.0487893039235345,1e-20,10.616,4.756,1.15841965562454,5.02960526315789e-20,1e-20,21.585,11.822,0.868554967097926,5.48805712878601e-20
4580,"MTX1",0.017536,35.582,30.024,0.245031408831036,0.15592665830721,3.865e-11,39.329,36.633,0.10244965096816,1.16943438852814e-10,1e-20,49.081,29.798,0.719949141198254,5.02960526315789e-20,1e-20,47.568,24.669,0.947292133639557,5.48805712878601e-20
4582,"MUC1",3.3838e-05,1026.437,267.1,1.94219320025583,0.0013249545877712,2.996e-20,103.601,499.777,-2.27024658078382,1.63795003666585e-19,1e-20,663.205,174.327,1.92765885024899,5.02960526315789e-20,1.9866e-12,1420.774,967.965,0.553650297780625,6.66797503012048e-12
4588,"MUC6",8.4784e-08,33.681,10.448,1.68870817113487,7.54767698654708e-06,3.3314e-05,1,1,0,6.70235606728434e-05,0.00039556,1,3.226,-1.68974643849356,0.000692214909201892,0.0043251,1,1,0,0.00676920672050562
4640,"MYO1A",6.2908e-08,5.324,1,2.4125105712498,5.97535701435407e-06,0.00024766,1,1,0,0.00046680967132985,0.033237,1,1,0,0.0458437933004571,0.00036956,1,1,0,0.000673787935209424
4653,"MYOC",0.0051184,1,1,0,0.06623890273794,0.0066578,1.505,1,0.589763486984977,0.0109871139083598,4.9645e-06,1,6.902,-2.78701447377343,1.04641859663634e-05,1.0221e-05,1,3.642,-1.86473092231475,2.15185553561307e-05
4661,"MYT1",0.0091452,1,1,0,0.0996128276467362,0.019876,1,1,0,0.0307836448999377,9.7612e-18,1,1,0,4.17517944796718e-17,0.00050197,1,1,0,0.00089967071893848
4706,"NDUFAB1",0.022571,146.517,117.75,0.315341006808138,0.18431900123406,6.1816e-12,170.308,235.189,-0.465674380255575,1.97160770854128e-11,1e-20,217.47,142.781,0.607012383443833,5.02960526315789e-20,1e-20,175.293,117.186,0.580968162022765,5.48805712878601e-20
4709,"NDUFB3",0.028673,159.301,128.329,0.311908093414932,0.21479864,1e-20,149.169,288.44,-0.951323498327311,5.66341093670886e-20,2.4974e-16,172.348,136.131,0.340328919746377,9.85510478320716e-16,4.4024e-16,152.932,113.41,0.431342456135388,1.84567887133183e-15
471,"ATIC",0.029442,100.447,85.614,0.230515839225674,0.21809051641791,1.2388e-09,77.994,97.56,-0.322926614969365,3.38923557186544e-09,1e-20,158.857,96.626,0.717245318562931,5.02960526315789e-20,1e-20,129.096,51.126,1.33631523800892,5.48805712878601e-20
4715,"NDUFB9",0.020694,242.308,225.338,0.104751413574783,0.174592982575436,1e-20,260.173,487.456,-0.905800749396939,5.66341093670886e-20,1e-20,357.897,242.43,0.561976211573181,5.02960526315789e-20,1e-20,311.594,197.833,0.655384355063358,5.48805712878601e-20
4747,"NEFL",0.029505,1,1.229,-0.297484915710575,0.218231467958271,0.0040755,15.348,14.934,0.0394500339006014,0.00688308034433286,6.6631e-06,1,1,0,1.38774244914639e-05,0.00045588,1,1,0,0.000821158777984321
4751,"NEK2",0.00037184,9.624,2.653,1.85901196694738,0.00941552,2.2553e-07,2.529,1,1.33856703700115,5.30633702924469e-07,1e-20,30.589,1.402,4.44745468935477,5.02960526315789e-20,1e-20,16.916,1.174,3.84888415191875,5.48805712878601e-20
4792,"NFKBIA",0.0029239,215.808,359.675,-0.736945538768789,0.0438001592760181,1.8142e-17,284.621,200.23,0.507383965144625,8.22883739606571e-17,5.2321e-07,197.345,224.99,-0.189140913155674,1.1996222483255e-06,7.0353e-06,317.766,576.012,-0.858134098558891,1.49943321315865e-05
4794,"NFKBIE",0.01952,31.081,62.417,-1.00590609571784,0.167753696969697,1e-20,43.546,19.542,1.15596207786736,5.66341093670886e-20,1e-20,21.197,11.766,0.849236154019713,5.02960526315789e-20,1.5433e-16,27.828,16.776,0.730138459270567,6.64391097160518e-16
4796,"TONSL",0.012579,7.77,3.925,0.985221944628721,0.124609934131737,3.86e-12,3.675,2.618,0.489279152665848,1.24758323699422e-11,1e-20,11.487,3.59,1.6779463168609,5.02960526315789e-20,1e-20,10.659,2.868,1.89395516535047,5.48805712878601e-20
481,"ATP1B1",0.044252,491.223,290.754,0.756579072556458,0.282019487640449,1e-20,1003.218,3131.078,-1.64202430999412,5.66341093670886e-20,3.6284e-05,198.907,219.902,-0.144766676647581,7.06729121019108e-05,1e-20,500.676,259.195,0.949839413027214,5.48805712878601e-20
4830,"NME1",0.024515,31.722,22.378,0.503402629170273,0.194280151696607,1e-20,23.616,16.738,0.496637473919016,5.66341093670886e-20,1e-20,51.72,20.01,1.37000110790451,5.02960526315789e-20,1e-20,50.198,9.782,2.35942851535262,5.48805712878601e-20
4831,"NME2",0.00088984,3.395,2.593,0.3887893682788,0.0178615810717897,1e-20,2.364,1.054,1.16535516854032,5.66341093670886e-20,1.5664e-20,3.042,1.902,0.677502906863933,7.7996925749023e-20,1e-20,3.806,1.441,1.40120522609927,5.48805712878601e-20
4851,"NOTCH1",0.010415,14.835,22.645,-0.610187612569845,0.108753528608924,1.6352e-15,23.239,17.412,0.416466064068499,6.56604725314183e-15,3.174e-12,14.095,24.569,-0.801655660849921,9.99117348339281e-12,3.674e-12,14.609,28.683,-0.973338498002726,1.20859687084871e-11
4857,"NOVA1",0.0010144,1,1.291,-0.368489000645104,0.019879436130306,0.0025853,5.411,5.21,0.0546118688165808,0.00445785365816051,4.5842e-09,2.662,17.677,-2.7312909764005,1.20144700034282e-08,3.0026e-11,1,1,0,9.32408334958897e-11
4862,"NPAS2",0.044847,22.58,15.763,0.51850335276092,0.284532644295302,0.0045845,11.818,14.344,-0.279461489294187,0.00768988503074846,0.0105,7.274,9.496,-0.38457100918629,0.015546642995481,1e-20,10.628,4.159,1.35356154284415,5.48805712878601e-20
4923,"NTSR1",1.7362e-09,1.16,1,0.214124805352847,2.65131095384615e-07,0.0037252,1,1,0,0.00632249379268478,0.0081564,1,1,0,0.0122458126472899,0.0060139,1,1,0,0.00924293423212192
4947,"OAZ2",0.020915,87.464,123.978,-0.503322901920348,0.175349556775011,1e-20,199.249,157.205,0.341925379456396,5.66341093670886e-20,3.7224e-05,122.26,135.612,-0.149532372737497,7.24380939249958e-05,3.1627e-06,105.81,128.039,-0.27510733282027,6.93838910325819e-06
4967,"OGDH",0.03597,86.21,81.29,0.0847773374997815,0.247943208333333,1e-20,166.383,294.516,-0.823837977411722,5.66341093670886e-20,2.3085e-05,84.925,94.322,-0.151404996386765,4.57530655893536e-05,1.1891e-08,92.414,125.866,-0.445705292211643,3.10358024358824e-08
4978,"OPCML",0.0013957,1,1,0,0.0250973155797101,9.4253e-07,1,1.966,-0.975263321678493,2.12292305941591e-06,0.0048262,1,1,0,0.00744227102803738,0.0026016,1,1,0,0.00420006223831945
5002,"SLC22A18",1.5772e-19,57.228,28.726,0.994364072198443,2.60921453333333e-16,0.00029841,71.774,50.383,0.510524296738008,0.000559121894948479,1e-20,33.44,17.66,0.921089504432417,5.02960526315789e-20,1e-20,47.019,19.315,1.28352217851206,5.48805712878601e-20
5013,"OTX1",3.5622e-20,1.533,1,0.61635769699669,1.01023992e-16,0.013749,1,1,0,0.0218092293617021,1e-20,1.927,1,0.946356571633634,5.02960526315789e-20,1e-20,3.792,1,1.92295896423617,5.48805712878601e-20
5017,"OVOL1",3.0523e-15,3.656,1.103,1.72883327946669,2.19081e-12,1.8072e-12,1.133,8.257,-2.86546984405955,5.97131558575861e-12,1e-20,5.941,3.054,0.960005726402311,5.02960526315789e-20,1e-20,2.604,1,1.38072944850355,5.48805712878601e-20
5029,"P2RY2",0.0038046,1.478,1.168,0.339605995266134,0.0531756985221675,2.0769e-06,1,1,0,4.5608193814433e-06,1.9845e-19,2.598,1.824,0.510295701283139,9.31147862111293e-19,0.023292,2.162,2.242,-0.0524197550707765,0.0327018271387174
5036,"PA2G4",0.0063585,76.079,65.712,0.211341430775673,0.0776657611316113,1e-20,80.452,68.088,0.240727729688694,5.66341093670886e-20,1e-20,100.301,87.23,0.201439694885576,5.02960526315789e-20,1e-20,80.698,56.081,0.525020843756382,5.48805712878601e-20
50636,"ANO7",7.5136e-07,2.239,1.655,0.436023311158017,4.98862833444816e-05,2.4665e-14,2.453,1.098,1.1596691795524,9.13340049668874e-14,3.9464e-15,1.036,1,0.0510240030244669,1.45843834998389e-14,1e-20,1.677,1,0.745882688902259,5.48805712878601e-20
5080,"PAX6",0.00039577,3.827,1.736,1.14044695322402,0.00986455333333333,0.016057,1,1,0,0.025202165754386,5.6879e-11,1,1,0,1.6658407163836e-10,0.0068865,1,1,0,0.0104799880846705
50846,"DHH",0.0065066,1,1,0,0.0789059396456933,0.0034115,1,1,0,0.00580947228567078,0.0010049,1,1,0,0.00168253624616732,0.0060374,1,1,0,0.00927521429654649
50853,"VILL",0.012946,92.006,24.864,1.88766953805042,0.127103853610287,1.7697e-08,8.931,6.354,0.491156632245699,4.48257193657984e-08,2.1118e-08,7.553,11.466,-0.602240492152992,5.30959581232186e-08,0.0049583,9.529,16.797,-0.817806859159245,0.00769966778846154
50940,"PDE11A",1.1691e-13,1.003,1,0.00432160595009347,5.525946e-11,5.1151e-13,1,1,0,1.74743129066748e-12,1.8324e-13,1,1.995,-0.996388746447621,6.15136036299766e-13,0.0020532,1,1,0,0.00336319773629281
51005,"AMDHD2",0.049229,10.314,14.496,-0.491050909847018,0.300784362965241,2.1158e-15,13.971,9.172,0.607127027960691,8.44733716529811e-15,1e-20,10.967,7.833,0.485532070001495,5.02960526315789e-20,3.42e-11,8.936,7.365,0.278943660560103,1.05701761198169e-10
51011,"FAHD2A",0.047827,6.938,9.447,-0.445336417570184,0.295414313627878,1e-20,7.215,11.421,-0.662617675904858,5.66341093670886e-20,1e-20,7.102,12.248,-0.786248922478816,5.02960526315789e-20,1.1145e-13,7.409,6.556,0.176462979268165,4.04475842696629e-13
51012,"PRELID3B",2.8801e-08,73,50.788,0.523408801356973,3.0251717037037e-06,2.5785e-12,58.845,77.61,-0.399322718607646,8.43139342105263e-12,1e-20,97.388,72.538,0.425007048366818,5.02960526315789e-20,1e-20,96.357,58.52,0.719459707614951,5.48805712878601e-20
51022,"GLRX2",0.020735,42.476,35.1,0.275176882225352,0.174724563667233,1.8709e-08,39.838,50.052,-0.329282496922726,4.73140540479421e-08,1e-20,68.736,53.328,0.366172675875165,5.02960526315789e-20,2.3836e-17,46.12,37.751,0.28887765197097,1.07733306023119e-16
51043,"ZBTB7B",0.0092654,45.817,35.529,0.366885914008391,0.100347365411893,7.0203e-17,39.427,32.228,0.290869279331581,3.07151857981221e-16,1e-20,78.792,58.362,0.433019832107772,5.02960526315789e-20,1e-20,55.87,37.187,0.587275454694785,5.48805712878601e-20
5105,"PCK1",6.3009e-05,1.353,1,0.43616183931445,0.00221390206725664,6.5974e-09,34.171,412.265,-3.59272761279623,1.71738184823091e-08,1.1972e-09,1,20.842,-4.38142182027903,3.25136554174067e-09,0.019001,1,1,0,0.0270833516884114
51059,"FAM135B",0.0064089,1,1,0,0.0779592419117647,1.2078e-06,1,1,0,2.69866681318681e-06,1.0229e-05,1,1,0,2.09747085382208e-05,0.0097454,1,1,0,0.0145203723626153
51063,"CALHM2",0.038541,33.025,41.877,-0.342599532178007,0.259063895734597,1e-20,28.087,16.074,0.805173550007792,5.66341093670886e-20,4.0588e-08,39.357,48.582,-0.303801628385644,1.00264360258481e-07,1.3308e-09,20.206,30.611,-0.599266422962292,3.70651582104474e-09
51087,"YBX2",0.00015132,1,1,0,0.0046073690797546,7.8526e-14,2.682,2.2,0.285805713492452,2.82774515536951e-13,1.4346e-09,10.016,9.036,0.148550291539534,3.87818847241867e-09,1e-20,3.219,1,1.68661257681559,5.48805712878601e-20
51090,"PLLP",0.016295,73.819,53.109,0.475035829141627,0.148049583524027,3.2957e-19,44.933,110.866,-1.30296969934868,1.68176194843714e-18,3.529e-17,12.865,28.62,-1.15357221499287,1.46202339234104e-16,1e-20,37.354,137.729,-1.88249771769262,5.48805712878601e-20
51094,"ADIPOR1",0.0013428,143.02,107.804,0.407806199044211,0.0242721859872611,7.2689e-09,166.165,182.903,-0.138462205093651,1.88756783234645e-08,1e-20,243.239,149.255,0.704595301295036,5.02960526315789e-20,4.8134e-19,219.333,194.278,0.175000351003507,2.41016054369805e-18
51097,"SCCPDH",0.035364,78.816,57.182,0.462927452336544,0.245299136268344,1.6387e-09,63.379,105.923,-0.740939086479664,4.44256535757576e-09,1e-20,122.312,74.908,0.707374244765678,5.02960526315789e-20,1.722e-19,69.514,56.552,0.297725516387766,8.8367980658531e-19
51116,"MRPS2",0.040438,32.903,31.104,0.0811190066459954,0.266525622841966,1.0967e-05,40.173,47.925,-0.254552230318002,2.28984243838686e-05,1.3502e-12,37.367,32.712,0.191944773990132,4.33709201680672e-12,1e-20,31.599,22.119,0.514592739970099,5.48805712878601e-20
51119,"SBDS",0.021836,118.75,89.278,0.411550899963138,0.180469721898418,2.8141e-13,152.05,188.394,-0.309207202148411,9.79308551423681e-13,1e-20,115.68,215.26,-0.895940802823463,5.02960526315789e-20,2.3992e-15,103.16,163.031,-0.660262637713239,9.63440908108108e-15
51144,"HSD17B12",0.009493,41.328,34.111,0.276882498868081,0.102143650948509,1e-20,37.915,85.27,-1.16926953370326,5.66341093670886e-20,3.4739e-17,36.978,53.722,-0.538845818479757,1.44049713433376e-16,9.0664e-05,46.704,54.131,-0.212908924265169,0.00017604361108207
51170,"HSD17B11",0.0012128,92.445,75.827,0.285883646198422,0.0225435445692884,0.0014405,87.925,75.212,0.225310569020358,0.00253986779661017,1e-20,21.42,66.05,-1.62460008138393,5.02960526315789e-20,2.5494e-10,100.96,162.762,-0.688980097864288,7.46334924471299e-10
51172,"NAGPA",0.033746,18.185,26.472,-0.54171827096956,0.239601427753934,2.1126e-18,19.493,15.625,0.319099950695701,1.0203068797236e-17,4.7388e-12,15.258,13.555,0.170740754686188,1.47548707575346e-11,1.4236e-05,18.964,16.069,0.238983147628817,2.95802472496737e-05
51176,"LEF1",0.027185,18.057,28.449,-0.655819719224326,0.207488127643214,1.0891e-11,6.647,5.947,0.160541278181488,3.42022052794159e-11,1e-20,15.319,4.582,1.74127275973948,5.02960526315789e-20,1.124e-20,6.859,4.088,0.746603059393135,6.15493562653563e-20
51181,"DCXR",0.015468,83.499,67.113,0.315166671619206,0.143692436125409,4.0522e-14,72.001,358.368,-2.31535297062785,1.48405936138857e-13,1.6143e-19,205.413,150.669,0.447144874210777,7.60089724902484e-19,1.3012e-06,139.678,134.461,0.0549170225962854,2.94235434253247e-06
51195,"RAPGEFL1",0.013395,32.718,5.035,2.70002087794628,0.130145205479452,1e-20,3.889,1.202,1.69396233872302,5.66341093670886e-20,1.2088e-17,7.937,7.356,0.10967232573211,5.13404222222222e-17,2.0832e-17,6.931,4.625,0.583610152817284,9.4481641025641e-17
51205,"ACP6",0.0031426,14.371,10.304,0.479955956051589,0.0461437951219512,1.8333e-09,10.09,13.952,-0.467545770783207,4.95811218863362e-09,0.000391,12.558,11.024,0.187958924272574,0.000684600732880373,1e-20,15.889,6.694,1.24708787305287,5.48805712878601e-20
51208,"CLDN18",2.5327e-05,121.856,1.985,5.93989447127762,0.00103668371958763,0.0026319,1,1,0,0.0045343610691727,0.046351,1,1,0,0.062437459473746,1e-20,9.48,804.572,-6.40719066209716,5.48805712878601e-20
5121,"PCP4",0.0059089,5.714,4.053,0.495510860889531,0.0737294046511628,1.4536e-10,1,85.084,-6.41081595428506,4.23709339241496e-10,2.2011e-06,1,1.591,-0.669933835668961,4.79914711474475e-06,1.2482e-16,8.238,1.026,3.0052633952612,5.40272546125461e-16
51280,"GOLM1",0.0083937,264.168,152.416,0.793441357326833,0.0940964634311512,2.4905e-10,101.904,219.017,-1.10383217331631,7.1413491025641e-10,1e-20,204.149,101.297,1.01103105262182,5.02960526315789e-20,1e-20,219.55,35.165,2.642337412046,5.48805712878601e-20
51283,"BFAR",0.0058576,73.786,56.83,0.376694392948073,0.0732273773299748,1e-20,75.594,60.263,0.326999235634653,5.66341093670886e-20,8.9365e-13,71.929,66.944,0.103618790336975,2.90433084171744e-12,1.8046e-10,79.378,71.206,0.156740401304228,5.32491992585727e-10
51287,"COA4",0.0023827,117.76,98.926,0.251427927545203,0.0373496059889677,8.739e-08,154.801,138.205,0.163604980492441,2.11487204068383e-07,1e-20,133.197,90.173,0.562794163813168,5.02960526315789e-20,1e-20,141.117,74.845,0.914913950381525,5.48805712878601e-20
51296,"SLC15A3",0.025692,43.735,93.827,-1.10121484384567,0.200093206747744,1e-20,43.793,17.371,1.33401947533262,5.66341093670886e-20,6.7115e-14,31.978,22.68,0.495659070886122,2.31158210692296e-13,2.1397e-18,41.162,110.305,-1.42211320069304,1.02752626373626e-17
51303,"FKBP11",0.0019429,71.488,67.447,0.0839468164982987,0.0323694187919463,1e-20,55.678,17.434,1.67520377463471,5.66341093670886e-20,1e-20,60.402,42.82,0.496311524395003,5.02960526315789e-20,1e-20,111.483,34.234,1.70332195491446,5.48805712878601e-20
51304,"ZDHHC3",0.01607,24.695,16.618,0.571472206566296,0.146946863196684,1.0531e-19,13.034,29.998,-1.20258641777868,5.56955180893828e-19,1.5569e-19,19.318,25.181,-0.382389838064657,7.34269000616903e-19,2.5487e-11,21.917,35.633,-0.701163615770593,7.95335716886026e-11
51337,"THEM6",1.9867e-08,40.103,24.014,0.73983443236249,2.19110935555556e-06,3.0336e-11,41.027,52.09,-0.344432772581764,9.23248028303171e-11,1e-20,52.633,36.132,0.542690514675006,5.02960526315789e-20,2.5312e-20,39.084,27.919,0.485330857403918,1.35836393932097e-19
51341,"ZBTB7A",0.0014363,33.76,27.554,0.293053134748749,0.0255725808071749,0.038007,21.909,23.618,-0.108363164389315,0.0560174340691927,0.012515,26.372,25.794,0.0319714703173885,0.0183383289675441,7.6118e-07,20.941,28.407,-0.439916142527087,1.75360953690304e-06
51430,"SUCO",0.031043,26.461,20.57,0.36332579034557,0.22655064461595,1.1813e-15,19.647,34.649,-0.818504678657496,4.79074447869447e-15,1e-20,55.716,36.388,0.614628928479246,5.02960526315789e-20,1e-20,33.376,22.136,0.592416513909811,5.48805712878601e-20
51458,"RHCG",0.0012424,1,1,0,0.0228795220779221,6.5501e-10,1,265.245,-8.05118174565296,1.82531194368303e-09,0.024724,1,1.222,-0.289244285156643,0.0347837651821862,0.023083,1,1,0,0.0324349549839228
5147,"PDE6D",7.2286e-07,36.91,43.897,-0.250110609169963,4.8317228013468e-05,0.0009815,41.22,43.096,-0.0642094654124769,0.00175772511810393,1e-20,43.033,35.573,0.274660772517098,5.02960526315789e-20,1e-20,41.373,32.797,0.335125717715865,5.48805712878601e-20
51510,"CHMP5",0.0041071,94.929,79.843,0.249682956472667,0.0563081140883978,3.1307e-17,123.406,161.486,-0.387996556122242,1.40154596076862e-16,1e-20,113.67,98.945,0.200152835341085,5.02960526315789e-20,0.011076,123.672,118.815,0.0578019203328711,0.016365076372315
51517,"NCKIPSD",0.026267,24.02,22.064,0.122541789079016,0.202978779291553,6.1674e-16,34.346,28.239,0.282453089068788,2.549724e-15,4.9352e-11,24.162,29.267,-0.276534992434831,1.45095259582105e-10,1e-20,24.074,16.954,0.505850179594009,5.48805712878601e-20
51527,"GSKIP",0.0020437,37.407,28.104,0.412532786309593,0.0333373314708299,1.1817e-19,20.612,34.298,-0.734639954182053,6.21880051764706e-19,6.2356e-17,32.961,25.602,0.364503496571729,2.54789748797435e-16,1e-20,35.142,22.186,0.663546718386249,5.48805712878601e-20
51554,"ACKR4",2.8908e-05,2.402,1.575,0.608884322430993,0.00115701938709677,0.0030586,2.156,1.616,0.415929980000711,0.00523321967564259,1.8244e-17,1.177,5.271,-2.16296237169109,7.69024333762176e-17,6.418e-19,1,6.025,-2.5909612413426,3.18712045454545e-18
51559,"NT5DC3",8.0324e-07,4.651,3.066,0.601183242865834,5.2801061192053e-05,1e-20,12.702,3.206,1.9862093445742,5.66341093670886e-20,2.6502e-18,5.662,10.996,-0.957595157607206,1.1686663526245e-17,1e-20,5.129,2.991,0.778049660857965,5.48805712878601e-20
51596,"CUTA",0.0050199,271.068,259.498,0.0629313913255066,0.0653047541284404,0.00072339,285.488,315.153,-0.142622290436805,0.00130921999838162,1e-20,357.387,246.312,0.537000241335058,5.02960526315789e-20,1e-20,274.649,201.701,0.445370802387024,5.48805712878601e-20
516,"ATP5MC1",5.367e-05,181.476,153.238,0.244004664485978,0.00193719425454545,4.5294e-19,189.929,363.889,-0.938038235167791,2.2857527166065e-18,1e-20,211.728,146.637,0.529962895725704,5.02960526315789e-20,1e-20,190.641,117.964,0.69251177607872,5.48805712878601e-20
5164,"PDK2",0.044987,12.076,11.685,0.0474849278434375,0.284965514996809,3.8923e-17,39.853,68.491,-0.781226094905416,1.73209673298846e-16,7.8761e-13,17.826,31.508,-0.821735169827028,2.56406463449255e-12,0.021424,14.58,17.521,-0.265094398531637,0.0302967441624365
51646,"YPEL5",0.039222,109.75,125.702,-0.195786664390209,0.262343377358491,1e-20,125.094,205.75,-0.717879836809307,5.66341093670886e-20,3.4134e-19,111.932,145.981,-0.383158064621779,1.57644641562626e-18,1.6105e-09,127.328,158.796,-0.318624862840792,4.46211008204873e-09
51657,"STYXL1",0.0049392,63.088,54.352,0.215032492228616,0.0647214510891089,0.00010041,47.653,57.79,-0.278252827889898,0.000195114688097307,1e-20,82.611,53.671,0.622191126603937,5.02960526315789e-20,1e-20,82.383,44.782,0.879427701760628,5.48805712878601e-20
51702,"PADI3",0.0028931,1,1,0,0.0435104706060606,0.0012476,1,1,0,0.00221037877059569,7.5332e-10,1,1,0,2.06989268000479e-09,9.9993e-05,1,1,0,0.000193382852395002
51726,"DNAJB11",0.014789,56.342,49.671,0.181806984600757,0.139123869256277,7.0018e-05,42.793,37.811,0.178568817270791,0.000137757089021816,1e-20,51.976,37.576,0.468034111588627,5.02960526315789e-20,1e-20,58.657,33.215,0.820468372228868,5.48805712878601e-20
51760,"SYT17",0.014968,7.947,4.89,0.700575879251182,0.140076759302873,0.00035826,2.313,8.583,-1.89171673240815,0.000666514985859258,1e-20,10.131,5.342,0.923324704093523,5.02960526315789e-20,7.1147e-07,10.848,10.261,0.0802577459422512,1.64401574805599e-06
51804,"SIX4",0.021915,2.194,1.72,0.351154960813733,0.180521402489627,8.9207e-16,1,2.587,-1.37128005402265,3.64620570540936e-15,1e-20,8.45,3.081,1.45555265901756,5.02960526315789e-20,1e-20,6.392,1.202,2.41083051221679,5.48805712878601e-20
51809,"GALNT7",0.0070715,29.026,22.931,0.340046500584353,0.08360528,0.00023072,10.273,13.842,-0.430194859834328,0.000435908389930732,1e-20,53.164,31.427,0.758445095437584,5.02960526315789e-20,1e-20,39.067,12.531,1.640448924224,5.48805712878601e-20
5184,"PEPD",0.007536,87.154,120.072,-0.462260978693147,0.0872330448979592,9.4747e-12,129.834,388.559,-1.58146544306194,2.98718833098393e-11,5.3344e-08,78.8,100.418,-0.349750361816703,1.3065406236651e-07,7.5389e-14,84.578,115.069,-0.444144867867492,2.76438736920039e-13
5188,"GATB",0.038613,14.358,18.689,-0.380334573561863,0.259250873182279,1e-20,31.428,47.798,-0.604899787611602,5.66341093670886e-20,9.4496e-10,21.621,25.792,-0.254490397798781,2.58130747975226e-09,1e-20,17.987,14.516,0.309310621766957,5.48805712878601e-20
5214,"PFKP",0.037292,118.091,89.02,0.407697611752351,0.254098789708405,1e-20,477.63,111.773,2.09532172392534,5.66341093670886e-20,2.9921e-17,37.511,38.323,-0.0308967784090631,1.2458934912854e-16,1e-20,109.768,26.868,2.03049669635429,5.48805712878601e-20
5216,"PFN1",0.0047015,827.68,1264.742,-0.611698111782803,0.0625983755868545,1e-20,790.756,569.926,0.472457987618634,5.66341093670886e-20,1e-20,842.732,521.732,0.691764985281342,5.02960526315789e-20,4.3017e-06,863.338,748.145,0.206607580579437,9.32969909497859e-06
5255,"PHKA1",4.5392e-20,5.056,3.076,0.716940960215276,1.12640248e-16,4.7938e-07,5.894,5.802,0.0226967649260031,1.10125442481512e-06,2.1786e-05,11.767,9.327,0.335261529231551,4.32870059776488e-05,1e-20,9.826,3.294,1.57676368402466,5.48805712878601e-20
5288,"PIK3C2G",2.1034e-09,2.259,1,1.175684270731,3.16338612121212e-07,1e-20,1,12.327,-3.62374983122673,5.66341093670886e-20,1e-20,1,14.761,-3.88371855654118,5.02960526315789e-20,6.6164e-07,1,1,0,1.5310944533278e-06
5306,"PITPNA",0.0039875,50.34,60.484,-0.264848336243613,0.0551636585365854,1.6769e-15,69.331,89.833,-0.373744944427085,6.72865902404019e-15,1.6399e-05,63.563,74.428,-0.227658251378482,3.30095721432333e-05,1.4678e-16,54.889,76.016,-0.469786056174042,6.32866291352293e-16
5321,"PLA2G4A",0.0091474,12.848,7.647,0.748578018773957,0.0996128276467362,2.1235e-08,4.504,14.768,-1.71319572556555,5.35447587373168e-08,1e-20,2.972,16.81,-2.49981370358493,5.02960526315789e-20,1e-20,24.266,9.205,1.39844668799141,5.48805712878601e-20
