"ncbi_gene_id","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value","gene_symbol"
25837,1e-20,3.575,1,1.83794324189103,5.48805712878601e-20,"RAB26"
21,1.9097e-20,63.768,410.569,-2.68672016213818,1.03154347794474e-19,"ABCA3"
899,1e-20,9.084,2.512,1.85449124181526,5.48805712878601e-20,"CCNF"
80178,1e-20,8.413,1,3.07262034427981,5.48805712878601e-20,"TEDC2"
9088,1e-20,11.18,1.301,3.10322732101276,5.48805712878601e-20,"PKMYT1"
4210,1.4157e-11,1,3.126,-1.64431777833758,4.4932648675591e-11,"MEFV"
440335,1e-20,35.6,9.175,1.95609717812319,5.48805712878601e-20,"SMIM22"
106144584,3.445e-13,1,5.215,-2.38266725274504,1.21851634661165e-12,"LINC01290"
2013,1e-20,89.61,639.091,-2.83428972728514,5.48805712878601e-20,"EMP2"
116028,1e-20,26.308,5.142,2.35510006010077,5.48805712878601e-20,"RMI2"
608,1e-20,6.564,1.858,1.82082473713106,5.48805712878601e-20,"TNFRSF17"
4629,1.4869e-11,21.662,98.376,-2.18313994617155,4.71186411204322e-11,"MYH11"
5347,1e-20,20.148,2.206,3.1911319400668,5.48805712878601e-20,"PLK1"
388228,1e-20,12.977,2.764,2.23112738134542,5.48805712878601e-20,"SBK1"
55911,3.5427e-15,9.709,33.915,-1.80452887797884,1.4099313375e-14,"APOBR"
6693,1.123e-19,7.036,37.15,-2.40053482284136,5.83546304499883e-19,"SPN"
253982,1e-20,8.411,1.719,2.29070779065554,5.48805712878601e-20,"ASPHD1"
79801,1e-20,4.977,1,2.31527638701493,5.48805712878601e-20,"SHCBP1"
23594,1e-20,10.131,1.17,3.11419615025787,5.48805712878601e-20,"ORC6"
84706,1e-20,27.096,4.049,2.7424423438177,5.48805712878601e-20,"GPT2"
23090,4.5016e-15,1,3.846,-1.94335876267781,1.78106087697497e-14,"ZNF423"
27324,1e-20,11.41,1.868,2.61073243146638,5.48805712878601e-20,"TOX3"
1066,4.6676e-11,50.126,413.177,-3.04312892872578,1.43051156765677e-10,"CES1"
51090,1e-20,37.354,137.729,-1.88249771769262,5.48805712878601e-20,"PLLP"
65009,2.1681e-12,4.249,24.91,-2.55152977281491,7.25641157831506e-12,"NDRG4"
1003,2.0727e-20,24.943,168.746,-2.7581464047981,1.11607308287026e-19,"CDH5"
146227,1e-20,5.527,1,2.46649661255207,5.48805712878601e-20,"BEAN1"
146225,8.6301e-11,1,3.3,-1.72246602447109,2.59671984204131e-10,"CMTM2"
3299,1e-20,15.634,4.939,1.66239606905535,5.48805712878601e-20,"HSF4"
55282,1.4967e-15,1.563,24.853,-3.99103032624041,6.07926971022417e-15,"LRRC36"
181,5.303e-14,1.36,15.556,-3.51579258329651,1.95999935323383e-13,"AGRP"
64174,1e-20,4.61,23.205,-2.33159704174085,5.48805712878601e-20,"DPEP2"
1001,1e-20,51.709,7.825,2.72425274766358,5.48805712878601e-20,"CDH3"
1728,1e-20,128.566,26.399,2.28395397818618,5.48805712878601e-20,"NQO1"
79152,1e-20,16.239,4.733,1.77863596669743,5.48805712878601e-20,"FA2H"
1012,7.4675e-14,1.376,6.98,-2.34274656639492,2.73910751316656e-13,"CDH13"
58189,1.7214e-14,7.41,32.161,-2.11776681809609,6.5693222260274e-14,"WFDC1"
51659,1e-20,9.085,1.351,2.74945883979579,5.48805712878601e-20,"GINS2"
400550,1.157e-16,2.002,53.022,-4.72707721067839,5.0226059602649e-16,"FENDRR"
2294,2.1098e-16,4.934,33.802,-2.77627898980171,9.01478385736196e-16,"FOXF1"
8140,1e-20,44.68,8.737,2.3544192902389,5.48805712878601e-20,"SLC7A5"
81620,1e-20,12.94,2.026,2.67513153807873,5.48805712878601e-20,"CDT1"
27132,1e-20,4.846,1,2.27679440478926,5.48805712878601e-20,"CPNE7"
100128881,1e-20,3.665,1,1.87381319835909,5.48805712878601e-20,"VPS9D1-AS1"
2175,1e-20,6.728,1.833,1.87597091971526,5.48805712878601e-20,"FANCA"
79007,1e-20,37.339,9.56,1.96560076701033,5.48805712878601e-20,"DBNDD1"
146760,1.3239e-11,1.558,6.063,-1.96033658903922,4.21209982869379e-11,"RTN4RL1"
443,5.9888e-20,1,5.606,-2.48697174437041,3.15313927710843e-19,"ASPA"
342527,1.2306e-11,1,4.569,-2.19187844254636,3.92703067010309e-11,"SMTNL2"
400568,1e-20,1,7.457,-2.89859534152415,5.48805712878601e-20,"LINC01996"
388325,1.1951e-18,5.797,18.736,-1.6924345902267,5.83593201139351e-18,"SCIMP"
54478,1e-20,6.16,1,2.62293035092018,5.48805712878601e-20,"PIMREG"
84817,1e-20,85.055,27.444,1.63190527633557,5.48805712878601e-20,"TXNDC17"
255877,1.1287e-13,8.706,29.418,-1.75661724221894,4.09362683482506e-13,"BCL6B"
162515,3.3635e-18,1.993,9.852,-2.3054749176599,1.593925675101e-17,"SLC16A11"
51087,1e-20,3.219,1,1.68661257681559,5.48805712878601e-20,"YBX2"
482,2.975e-14,1.459,5.602,-1.94096210015662,1.11660197036039e-13,"ATP1B2"
92162,5.5559e-17,5.829,26.261,-2.1716015473097,2.45585766164221e-16,"TMEM88"
9212,1e-20,22.762,2.22,3.3579957449949,5.48805712878601e-20,"AURKB"
22899,3.1311e-16,4.938,30.419,-2.62297398481706,1.32641751948299e-15,"ARHGEF15"
4628,5.4247e-13,30.151,99.28,-1.71929726355465,1.89320840745381e-12,"MYH10"
9912,1e-20,9.732,35.338,-1.86041216561171,5.48805712878601e-20,"ARHGAP44"
51393,1.0746e-18,17.374,61.679,-1.82784943242741,5.27060083626761e-18,"TRPV2"
4239,5.9929e-19,76.537,597.424,-2.96452593714,2.98000362115127e-18,"MFAP4"
10615,1e-20,15.319,1.663,3.20346204975689,5.48805712878601e-20,"SPAG5"
116238,1e-20,43.802,14.087,1.6366323401125,5.48805712878601e-20,"TLCD1"
105371730,1e-20,2.136,11.012,-2.36609296290801,5.48805712878601e-20,"AC116407.1"
8851,1e-20,3.228,1.129,1.51559509250478,5.48805712878601e-20,"CDK5R1"
146857,1e-20,12.846,3.802,1.75648876445811,5.48805712878601e-20,"SLFN13"
79148,6.7119e-20,12.858,73.888,-2.52267382237641,3.525527110535e-19,"MMP28"
6368,2.5205e-17,3.117,21.172,-2.76392749900951,1.13598348837209e-16,"CCL23"
80179,1e-20,32.066,10.889,1.55817293021409,5.48805712878601e-20,"MYO19"
80725,1e-20,4.345,1.205,1.85032303058444,5.48805712878601e-20,"SRCIN1"
55876,1e-20,39.027,11.917,1.71145147156271,5.48805712878601e-20,"GSDMB"
990,1e-20,9.964,1,3.31672502157875,5.48805712878601e-20,"CDC6"
7153,1e-20,44.413,3.223,3.78450593194812,5.48805712878601e-20,"TOP2A"
84951,1e-20,5.231,1.089,2.26408281596109,5.48805712878601e-20,"TNS4"
10609,1e-20,38.467,9.9,1.95812088948068,5.48805712878601e-20,"P3H4"
60681,1e-20,101.426,33.755,1.58725440268457,5.48805712878601e-20,"FKBP10"
2648,1e-20,48.515,15.386,1.65681265920002,5.48805712878601e-20,"KAT2A"
284119,1e-20,116.877,542.825,-2.21549611350561,5.48805712878601e-20,"CAVIN1"
10266,6.9531e-20,34.608,265.63,-2.94024061696948,3.64878125029433e-19,"RAMP2"
8639,1e-20,30.413,216.532,-2.83182020931899,5.48805712878601e-20,"AOC3"
2118,1e-20,43.2,3.239,3.73741093914301,5.48805712878601e-20,"ETV4"
146894,2.0461e-12,1,26.139,-4.70813204387698,6.86148520914836e-12,"CD300LG"
51751,6.6913e-17,5.827,43.069,-2.88582461087478,2.94663116182573e-16,"HIGD1B"
146909,1e-20,6.2,1,2.63226821549951,5.48805712878601e-20,"KIF18B"
80279,1e-20,8.013,2.153,1.89599415718903,5.48805712878601e-20,"CDK5RAP3"
11248,5.7303e-16,1,5.293,-2.40408565397279,2.38578733607323e-15,"NXPH3"
6442,3.6403e-17,6.285,29.951,-2.25261952256971,1.62620497294047e-16,"SGCA"
1277,1e-20,835.327,106.885,2.96628166786063,5.48805712878601e-20,"COL1A1"
55040,1e-20,9.485,1.02,3.21707862143998,5.48805712878601e-20,"EPN3"
8714,1e-20,117.25,21.094,2.47468332207062,5.48805712878601e-20,"ABCC3"
4830,1e-20,50.198,9.782,2.35942851535262,5.48805712878601e-20,"NME1"
3131,2.9305e-15,5.566,23.632,-2.08602891743318,1.17130655487805e-14,"HLF"
55273,1.7723e-12,4.813,154.982,-5.0090204334637,5.96305104166667e-12,"TMEM100"
5414,1.6554e-17,8.895,25.51,-1.51999638833531,7.55248716479017e-17,"SEPT4"
55771,1e-20,5,1.229,2.02444317917679,5.48805712878601e-20,"PRR11"
762,5.7982e-18,1,48.791,-5.60854314733057,2.7090546866485e-17,"CA4"
103689912,5.6001e-18,2.548,11.981,-2.2333111456896,2.61874588124213e-17,"TBX2-AS1"
6909,1.4259e-13,14.828,57.424,-1.95332980799692,5.14890364549579e-13,"TBX2"
9496,3.2039e-18,5.772,30.416,-2.39768723215735,1.51990888250319e-17,"TBX4"
1636,1.8623e-18,17.627,67.697,-1.94130494372826,8.97989617048897e-18,"ACE"
5175,1e-20,64.328,329.325,-2.35599329503269,5.48805712878601e-20,"PECAM1"
3838,1e-20,110.669,28.174,1.97381484899082,5.48805712878601e-20,"KPNA2"
10351,1e-20,2.385,28.061,-3.5565052513469,5.48805712878601e-20,"ABCA8"
100499467,1e-20,23.252,2.357,3.30233114998172,5.48805712878601e-20,"LINC00511"
10871,1.1535e-18,4.986,19.924,-1.99855252818109,5.64391975850714e-18,"CD300C"
146722,2.2228e-16,10.257,38.467,-1.90701249118046,9.48306730474732e-16,"CD300LF"
102723641,3.3691e-14,1,2.856,-1.51399597936701,1.25942857598121e-13,"HID1-AS1"
51155,1e-20,225.846,70.309,1.68355808177568,5.48805712878601e-20,"JPT1"
57513,6.5866e-15,17.512,53.741,-1.61767930730235,2.57898022136332e-14,"CASKIN2"
10610,1.3523e-20,3.127,11.938,-1.93271003452476,7.35808352050781e-20,"ST6GALNAC2"
55808,1e-20,54.666,14.041,1.96099812702004,5.48805712878601e-20,"ST6GALNAC1"
7083,1e-20,89.076,13.422,2.73043711244482,5.48805712878601e-20,"TK1"
332,1e-20,32.546,2.457,3.72751047997076,5.48805712878601e-20,"BIRC5"
84733,1e-20,8.434,2.329,1.85650638206827,5.48805712878601e-20,"CBX2"
79092,1e-20,3.118,1,1.6406209280357,5.48805712878601e-20,"CARD14"
9625,4.3873e-19,2.889,19.334,-2.74249803775104,2.20026451620162e-18,"AATK"
1468,1e-20,9.333,2.111,2.14441431690838,5.48805712878601e-20,"SLC25A10"
5831,1e-20,99.416,7.214,3.78460672941521,5.48805712878601e-20,"PYCR1"
5881,1e-20,26.218,6.456,2.0218451522458,5.48805712878601e-20,"RAC3"
81035,1e-20,15.265,57.55,-1.91458833881281,5.48805712878601e-20,"COLEC12"
10403,1e-20,11.222,1.375,3.0288262941707,5.48805712878601e-20,"NDC80"
5797,1.2891e-20,23.398,73.433,-1.65004332314517,7.02964807927575e-20,"PTPRM"
84617,4.9675e-17,51.802,148.778,-1.52208150452958,2.20275910266614e-16,"TUBB6"
100128893,9.3277e-18,1,4.128,-2.04544297076117,4.31478725404732e-17,"GATA6-AS1"
2627,1e-20,5.219,24.472,-2.22928670493768,5.48805712878601e-20,"GATA6"
147463,1e-20,7.914,57.278,-2.85550214786927,5.48805712878601e-20,"ANKRD29"
26256,1e-20,5.133,1,2.35980226054848,5.48805712878601e-20,"CABYR"
361,1e-20,20.674,299.547,-3.85689293167334,5.48805712878601e-20,"AQP4"
6563,3.9318e-11,1,7.365,-2.88068552526112,1.21033185911602e-10,"SLC14A1"
220134,1e-20,3.99,1,1.99638874644762,5.48805712878601e-20,"SKA1"
147372,4.2966e-15,1.188,12.448,-3.38930722418543,1.70176513595166e-14,"CCBE1"
8612,1e-20,160.066,21.239,2.91387914794859,5.48805712878601e-20,"PLPP2"
1675,4.1319e-20,33.321,219.098,-2.71707271164735,2.19517652681764e-19,"CFD"
92840,1e-20,24.428,7.836,1.64034644757566,5.48805712878601e-20,"REEP6"
8698,5.4972e-18,8.428,27.395,-1.70065038437604,2.5711667660021e-17,"S1PR4"
29128,1e-20,8.428,1,3.07519031415522,5.48805712878601e-20,"UHRF1"
257000,1.5126e-17,1,7.87,-2.97636363573276,6.91797993022779e-17,"TINCR"
2525,1e-20,27.673,5.861,2.23926031098589,5.48805712878601e-20,"FUT3"
2015,6.209e-12,1.16,9.044,-2.96283618673659,2.0113369622093e-11,"ADGRE1"
56729,1.6478e-13,3.208,61.537,-4.26170806542669,5.9290472392638e-13,"RETN"
199675,1.6415e-17,5.11,186.26,-5.18785078224366,7.49060411547911e-17,"MCEMP1"
80164,1e-20,13.562,3.633,1.9003366787967,5.48805712878601e-20,"PRR36"
256949,2.1413e-18,2.651,20.168,-2.92745944799128,1.02807309564843e-17,"KANK3"
84106,2.7026e-13,4.948,23,-2.21671645574273,9.62339769931299e-13,"PRAM1"
147841,1e-20,10.111,1.62,2.64185997176772,5.48805712878601e-20,"SPC24"
25959,1.8789e-20,38.883,121.793,-1.64721977852985,1.01613793496724e-19,"KANK2"
1264,5.0974e-11,14.378,48.254,-1.74678553025848,1.55966163920923e-10,"CNN1"
54,4.4591e-13,145.056,463.008,-1.67442714959707,1.56701295648061e-12,"ACP5"
4784,1e-20,27.35,96.269,-1.81553047131978,5.48805712878601e-20,"NFIX"
79883,1e-20,6.799,1.524,2.15745966689471,5.48805712878601e-20,"PODNL1"
55723,1e-20,25.545,4.596,2.47459023264095,5.48805712878601e-20,"ASF1B"
84658,2.2531e-11,1,6.214,-2.63552224145975,7.0585942788867e-11,"ADGRE3"
79852,1e-20,23.749,5.367,2.14567897388674,5.48805712878601e-20,"EPHX3"
84941,1e-20,25.664,8.628,1.57264796529447,5.48805712878601e-20,"HSH2D"
10365,7.2682e-11,16.646,61.505,-1.88552815571009,2.20060281755196e-10,"KLF2"
27151,6.5767e-20,8.903,47.017,-2.40081902735781,3.45532562234795e-19,"CPAMD8"
83878,2.5094e-15,1.361,7.592,-2.47981292551711,1.00624321338611e-14,"USHBP1"
10331,1e-20,35.177,1.435,4.61550980868503,5.48805712878601e-20,"B3GNT3"
100422943,1.1691e-17,4.306,1.232,1.80534606347233,5.38452814631122e-17,"MIR3189"
25789,4.9351e-16,4.433,1.343,1.72282405773782,2.06241465779111e-15,"AC003112.1"
1311,1e-20,19.909,2.476,3.00733753874807,5.48805712878601e-20,"COMP"
148113,1e-20,4.529,1,2.17919253938802,5.48805712878601e-20,"CILP2"
898,1e-20,7.466,1.175,2.66767475185071,5.48805712878601e-20,"CCNE1"
163175,5.5078e-15,1.602,5.189,-1.69558238813004,2.16532613512083e-14,"LGI4"
126393,2.7019e-16,1.902,16.508,-3.11757619214647,1.147432265625e-15,"HSPB6"
284403,1e-20,5.33,1.248,2.09451759878429,5.48805712878601e-20,"WDR62"
1346,3.0662e-16,30.327,116.349,-1.93978411486571,1.29917109125475e-15,"COX7A1"
100506930,1e-20,35.312,8.372,2.0765143180239,5.48805712878601e-20,"LINC00665"
94274,5.0142e-16,29.772,129.217,-2.11776783966231,2.09468557450797e-15,"PPP1R14A"
115727,1e-20,2.268,9.625,-2.08536590041476,5.48805712878601e-20,"RASGRP4"
147968,1e-20,4.713,1.38,1.77197741434982,5.48805712878601e-20,"CAPN12"
57716,2.449e-15,4.648,63.383,-3.76941397211774,9.82851082102989e-15,"PRX"
8425,2.6731e-16,41.843,191.431,-2.19376627953804,1.13541794739851e-15,"LTBP4"
100505495,2.628e-19,3.57,20.564,-2.52612493783387,1.33569523375143e-18,"PCAT19"
90273,1.0808e-13,3.94,13.558,-1.78287684110699,3.92565019556715e-13,"CEACAM21"
1048,1e-20,153.965,10.68,3.84961887628017,5.48805712878601e-20,"CEACAM5"
5050,1e-20,61.759,13.858,2.15593033136656,5.48805712878601e-20,"PAFAH1B3"
84518,1e-20,7.534,1.673,2.17097858790904,5.48805712878601e-20,"CNFN"
634,1e-20,32.633,8.549,1.93250404363673,5.48805712878601e-20,"CEACAM1"
27076,1e-20,9.334,2.499,1.90114456587744,5.48805712878601e-20,"LYPD3"
3783,1e-20,51.538,5.809,3.14927481763062,5.48805712878601e-20,"KCNN4"
23624,1e-20,27.239,3.563,2.93450935142095,5.48805712878601e-20,"CBLC"
3171,1e-20,4.578,1,2.1947174628936,5.48805712878601e-20,"FOXA3"
4858,1.2394e-16,1.082,6.221,-2.52344600708842,5.36671999222848e-16,"NOVA2"
147920,1e-20,3.346,1,1.74243744537627,5.48805712878601e-20,"IGFL2"
728,6.2474e-16,23.779,94.765,-1.9946662748128,2.59332843732539e-15,"C5AR1"
2524,1e-20,15.15,1.439,3.39617929650738,5.48805712878601e-20,"FUT2"
54922,1.6953e-20,6.674,38.184,-2.51634464986988,9.17735027932961e-20,"RASIP1"
23645,2.0163e-12,77.869,252.932,-1.69962856857536,6.7646060665362e-12,"PPP1R15A"
259307,1e-20,15.582,4.665,1.73993143366044,5.48805712878601e-20,"IL4I1"
91663,2.6182e-12,70.554,238.723,-1.75853778833312,8.71182791878173e-12,"MYADM"
126014,1.2463e-15,13.207,61.116,-2.21024733072013,5.08536948004394e-15,"OSCAR"
353514,2.6208e-16,5.024,22.214,-2.1445608281609,1.11341535646207e-15,"LILRA5"
7138,1e-20,16.208,3.723,2.12216855794963,5.48805712878601e-20,"TNNT1"
5794,1e-20,6.766,1,2.7583031771319,5.48805712878601e-20,"AC010327.1"
284417,3.5443e-16,6.626,27.636,-2.06033870843299,1.49605708522727e-15,"TMEM150B"
110806301,1e-20,3.927,1,1.97342759800431,5.48805712878601e-20,"LINC02560"
51378,5.4755e-12,1,3.453,-1.7878503341913,1.78097589754816e-11,"ANGPT4"
343637,7.6608e-12,1,8.396,-3.06970216663007,2.46942796644489e-11,"RSPO4"
10326,2.5556e-17,2.303,19.026,-3.04638596703215,1.15110463217462e-16,"SIRPB1"
55423,1e-20,5.265,1.603,1.71565910575853,5.48805712878601e-20,"SIRPG"
56265,1e-20,11.002,2.468,2.15635150849591,5.48805712878601e-20,"CPXM1"
83959,1e-20,5.402,1.845,1.54987282356121,5.48805712878601e-20,"SLC4A11"
6614,5.2869e-14,9.487,27.23,-1.5211731301037,1.95469708526875e-13,"SIGLEC1"
116835,1.762e-16,4.169,28.491,-2.77273298216071,7.57079120879121e-16,"HSPA12B"
55612,1e-20,12.934,1.467,3.14022773937449,5.48805712878601e-20,"FERMT1"
650,7.6319e-12,12.282,49.998,-2.02532487773642,2.46046803558513e-11,"BMP2"
24141,1e-20,6.029,2.097,1.52359186794117,5.48805712878601e-20,"LAMP5"
23767,1.3682e-17,16.926,73.875,-2.12584515353289,6.27171398601399e-17,"FLRT3"
7056,8.9163e-15,20.343,124.097,-2.60886388376354,3.46923146124302e-14,"THBD"
22918,2.102e-17,29.259,147.32,-2.33200093465443,9.53149013224822e-17,"CD93"
1470,2.2692e-12,3.92,1,1.97085365434048,7.58339487179487e-12,"CST2"
92086,2.4061e-11,11.814,90.81,-2.94235365881332,7.51994821203197e-11,"GGTLC1"
9837,1e-20,9.886,1.328,2.89613175979285,5.48805712878601e-20,"GINS1"
28954,4.3927e-13,1.164,3.895,-1.74253227004075,1.54416569242902e-12,"REM1"
84701,1.8378e-18,11.587,63.777,-2.46052915110229,8.86559493506494e-18,"COX4I2"
22974,1e-20,32.463,2.839,3.51534157550549,5.48805712878601e-20,"TPX2"
140706,4.6788e-17,1.298,7.863,-2.59878947105044,2.07887590909091e-16,"CCM2L"
6676,1e-20,22.599,3.062,2.88371274721402,5.48805712878601e-20,"SPAG4"
10398,1e-20,121.918,436.661,-1.84060254231821,5.48805712878601e-20,"MYL9"
128434,1e-20,61.651,17.667,1.8030672164587,5.48805712878601e-20,"VSTM2L"
343578,1e-20,6.438,1,2.68661257681559,5.48805712878601e-20,"ARHGAP40"
81610,1e-20,13.471,2.309,2.54451687290899,5.48805712878601e-20,"FAM83D"
4605,1e-20,36.888,1.933,4.25423802820069,5.48805712878601e-20,"MYBL2"
84969,1.3929e-16,5.54,21.263,-1.94038727991198,6.01269848925044e-16,"TOX2"
8839,3.1781e-13,14.852,74.822,-2.3328053094904,1.12751217287488e-12,"CCN5"
80336,1e-20,27.313,6.06,2.17219808645382,5.48805712878601e-20,"PABPC1L"
10406,1e-20,1263.385,403.584,1.64635346314951,5.48805712878601e-20,"WFDC2"
140686,1e-20,12.232,1.567,2.96458322688822,5.48805712878601e-20,"WFDC3"
11065,1e-20,100.058,6.085,4.03943544739192,5.48805712878601e-20,"UBE2C"
4318,1e-20,41.914,8.825,2.24776402598906,5.48805712878601e-20,"MMP9"
284751,1e-20,3.037,1,1.60264690850537,5.48805712878601e-20,"LINC01270"
1591,1.8152e-16,15.218,1,3.92770686242283,7.79036441363374e-16,"CYP24A1"
6790,1e-20,22.041,3.841,2.52063581147523,5.48805712878601e-20,"AURKA"
57091,2.3743e-14,4.432,17.742,-2.00113886279229,8.97794776043434e-14,"CASS4"
140893,1e-20,4.182,1.126,1.89298623450935,5.48805712878601e-20,"RBBP8NL"
63910,1e-20,12.289,2.735,2.16775478508719,5.48805712878601e-20,"SLC17A9"
1917,1e-20,14.147,1,3.82242424377525,5.48805712878601e-20,"EEF1A2"
693232,1e-20,11.721,3.812,1.62047563699489,5.48805712878601e-20,"MIR647"
140700,1e-20,14.058,4.398,1.67647185072932,5.48805712878601e-20,"SAMD10"
58494,1e-20,6.293,38.096,-2.59781967769828,5.48805712878601e-20,"JAM2"
116159,3.1604e-18,8.806,39.28,-2.15723618026516,1.4999113032368e-17,"CYYR1"
9510,2.4454e-11,14.236,81.548,-2.51810565669032,7.63849051156272e-11,"ADAMTS1"
1827,2.4657e-11,36.694,110.084,-1.58498871176266,7.69974161412358e-11,"RCAN1"
100506385,1e-20,7.199,1.234,2.54445412384021,5.48805712878601e-20,"LINC01426"
8208,1e-20,6.248,1.833,1.76918766760209,5.48805712878601e-20,"CHAF1B"
3772,2.2506e-16,7.882,36.313,-2.20385246878398,9.5961588291563e-16,"KCNJ15"
2078,1.158e-18,8.904,40.594,-2.18874100769856,5.66394002633311e-18,"ERG"
5121,1.2482e-16,8.238,1.026,3.0052633952612,5.40272546125461e-16,"PCP4"
104,1.322e-15,11.594,40.6,-1.80810133668539,5.38538000365564e-15,"ADARB1"
503637,1e-20,4.912,1.103,2.1548777697788,5.48805712878601e-20,"DUXAP8"
26220,1e-20,3.792,1,1.92295896423617,5.48805712878601e-20,"DGCR9"
8318,1e-20,10.97,1.231,3.1556608588061,5.48805712878601e-20,"CDC45"
7122,5.4213e-14,23.262,187.607,-3.01166661271797,2.00139991883386e-13,"CLDN5"
23532,1.0969e-16,3.018,1,1.5935928058646,4.76635022421525e-16,"PRAME"
100423062,1e-20,3.36,1,1.74846123300404,5.48805712878601e-20,"IGLL5"
4320,3.8431e-18,54.06,1.645,5.03840202279945,1.81233960431655e-17,"MMP11"
91319,1e-20,7.543,1.774,2.08813241628548,5.48805712878601e-20,"DERL3"
56241,1e-20,51.422,591.434,-3.52375955426953,5.48805712878601e-20,"SUSD2"
284904,8.7501e-11,2.558,10.664,-2.05966051620734,2.63140573067063e-10,"SEC14L4"
730005,1e-20,2.442,18.106,-2.89033275407152,5.48805712878601e-20,"SEC14L6"
7078,3.868e-17,210.208,980.794,-2.22213257760605,1.7237775644871e-16,"TIMP3"
4151,1e-20,12.372,1.022,3.59761163715164,5.48805712878601e-20,"MB"
114904,1e-20,22.397,5.276,2.08578903155508,5.48805712878601e-20,"C1QTNF6"
4242,1e-20,18.424,55.862,-1.60028091040757,5.48805712878601e-20,"MFNG"
80115,1e-20,3.147,1,1.65397717863634,5.48805712878601e-20,"BAIAP2L2"
11015,1e-20,88.071,19.015,2.21152910805846,5.48805712878601e-20,"KDELR3"
9582,1e-20,5.094,1.506,1.75807718960227,5.48805712878601e-20,"APOBEC3B"
23492,1e-20,13.648,45.504,-1.73730381830112,5.48805712878601e-20,"CBX7"
5155,5.6283e-11,15.558,45.075,-1.53467087963262,1.71691653572406e-10,"PDGFB"
4248,1e-20,2.037,33.628,-4.04514509279735,5.48805712878601e-20,"MGAT3"
79019,1e-20,20.145,5.841,1.78613451559451,5.48805712878601e-20,"CENPM"
638,1e-20,15.009,4.035,1.89518727954872,5.48805712878601e-20,"BIK"
80274,5.8551e-18,1,10.224,-3.35388783628491,2.73340204650189e-17,"SCUBE1"
51512,1e-20,7.633,1,2.9322501913294,5.48805712878601e-20,"GTSE1"
56666,1e-20,9.008,2.44,1.88432567962998,5.48805712878601e-20,"PANX2"
79924,1e-20,8.61,1,3.10601323762212,5.48805712878601e-20,"ADM2"
8908,1e-20,8.758,1.7,2.36506670342759,5.48805712878601e-20,"GYG2"
3730,2.9865e-19,10.232,83.84,-3.03455054754318,1.512730125e-18,"ANOS1"
395,1e-20,1.926,11.896,-2.62679694420896,5.48805712878601e-20,"ARHGAP6"
51311,6.734e-14,3.521,14.247,-2.01660102971636,2.47372108125927e-13,"TLR8"
109729169,8.2186e-11,1,8.916,-3.15639661659767,2.47658110059492e-10,"LINC02154"
2824,1e-20,4.237,23.054,-2.44390205434573,5.48805712878601e-20,"GPM6B"
2277,1e-20,2.294,64.181,-4.80620897186636,5.48805712878601e-20,"VEGFD"
4810,1e-20,3.743,1.245,1.58804930594452,5.48805712878601e-20,"NHS"
10742,1e-20,8.939,46.628,-2.38301119773367,5.48805712878601e-20,"RAI2"
6247,1e-20,1,3.749,-1.906505825626,5.48805712878601e-20,"RS1"
256714,1e-20,3.226,1,1.68974643849356,5.48805712878601e-20,"MAP7D2"
10549,1e-20,293.046,101.383,1.53131138495314,5.48805712878601e-20,"PRDX4"
83604,3.5702e-19,10.206,40.568,-1.99092463268209,1.80142738057505e-18,"TMEM47"
8406,5.8676e-12,8.233,37.24,-2.17736294169641,1.90351093449782e-11,"SRPX"
7102,1e-20,11.951,86.686,-2.85866767272587,5.48805712878601e-20,"TSPAN7"
4129,5.6641e-17,14.337,51.794,-1.85304180728117,2.5012046106598e-16,"MAOB"
7076,1e-20,1477.249,402.489,1.87589176219262,5.48805712878601e-20,"TIMP1"
50943,1e-20,5.626,1.229,2.19462463694204,5.48805712878601e-20,"FOXP3"
57477,2.8787e-14,6.569,26.159,-1.99356172022807,1.08136839541547e-13,"SHROOM4"
11326,1.1137e-14,54.469,313.646,-2.5256298777426,4.30099322474441e-14,"VSIG4"
9754,8.9006e-16,5.192,23.63,-2.18625734086207,3.66329957894737e-15,"STARD8"
24137,1e-20,8.821,1,3.14094221737709,5.48805712878601e-20,"KIF4A"
340527,4.0727e-13,5.698,16.419,-1.52683873560479,1.43439103824273e-12,"NHSL2"
5255,1e-20,9.826,3.294,1.57676368402466,5.48805712878601e-20,"PHKA1"
9452,2.0242e-16,25.418,100.2,-1.97896008620099,8.65732976396085e-16,"ITM2A"
27286,1e-20,9.504,3.304,1.52432114938132,5.48805712878601e-20,"SRPX2"
402415,1e-20,7.822,1.713,2.19101238464895,5.48805712878601e-20,"XKRX"
2491,1e-20,3.824,1,1.93508252331866,5.48805712878601e-20,"CENPI"
140597,1.317e-14,1,13.526,-3.75766335376083,5.06417857142857e-14,"TCEAL2"
142684,8.443e-12,1,3.384,-1.75872956845786,2.71489166065503e-11,"RAB40A"
55086,4.8253e-11,1.233,4.813,-1.96476362356203,1.47721787225275e-10,"RADX"
54830,1e-20,4.253,1.406,1.59688426055323,5.48805712878601e-20,"NUP62CL"
1287,9.6892e-11,4.2,13.69,-1.70466121359178,2.90754275481352e-10,"COL4A5"
91851,1.4189e-16,7.773,54.508,-2.80992456474552,6.12137520325203e-16,"CHRDL1"
