Cancer type,NCBI gene id,Gene symbol,FDR adjusted p-value,log2 fold change
KIRC,55057,CRYBG2,0.76362,0.0
KIRC,257101,ZNF683,1e-20,1.59550366050274
KIRC,79947,DHDDS,1e-20,-0.543166491323968
KIRC,3151,HMGN2,3.0688e-06,0.216305689795061
KIRC,6195,RPS6KA1,1e-20,-0.61794849926035
KIRC,8289,ARID1A,2.6505e-13,-0.525072836055771
KIRC,55650,PIGV,2.2787000000000002e-20,-0.682755097842937
KIRC,84243,ZDHHC18,1e-20,0.579829089860717
KIRC,2810,SFN,0.2656,-0.527644589523513
KIRC,54707,GPN2,4.6155e-10,-0.283781742950428
KIRC,63906,GPATCH3,0.61703,-0.0210442505661616
KIRC,10726,NUDC,0.0013637,-0.126325651494736
KIRC,8431,NR0B2,2.9849e-12,-4.92229300983836
KIRC,126695,KDF1,1e-20,-2.77225795330251
KIRC,388610,TRNP1,8.0552e-20,-3.50092922904833
KIRC,115572,TENT5B,4.3157e-07,-2.75249706790857
KIRC,6548,SLC9A1,2.2536e-14,-0.764253428308118
KIRC,23038,WDTC1,1e-20,-0.840318531026024
KIRC,84065,TMEM222,0.067535,0.0396730971509701
KIRC,84958,SYTL1,2.6459000000000004e-19,0.794715071367751
KIRC,9064,MAP3K6,1e-20,0.797497453096804
KIRC,8547,FCN3,5.5113e-06,0.777580573786655
KIRC,388611,CD164L2,0.0025478,0.0
KIRC,2827,GPR3,0.043496,0.845699620972576
KIRC,10163,WASF2,0.00030121,0.147031368249787
KIRC,27245,AHDC1,0.65149,0.0402638702137273
KIRC,2268,FGR,1e-20,1.43187011100106
KIRC,111216282,LINC02574,0.23472,0.0
KIRC,2537,IFI6,0.54589,0.732309929161857
KIRC,199870,FAM76A,4.0785e-08,-0.317468782906493
KIRC,23673,STX12,2.9707e-10,-0.249335030522369
KIRC,5511,PPP1R8,2.0707e-11,-0.161526229121539
KIRC,677774,SCARNA1,0.02187,0.0
KIRC,9473,THEMIS2,1e-20,2.18725128503287
KIRC,6118,RPA2,0.01929,-0.0510997385244314
KIRC,27293,SMPDL3B,4.4788e-05,-0.967467513228817
KIRC,55113,XKR8,0.012354,-0.045477513136759
KIRC,2140,EYA3,1e-20,-1.25266277492574
KIRC,5724,PTAFR,1e-20,1.34594095076388
KIRC,22826,DNAJC8,1.3697e-13,-0.203876906491831
KIRC,93974,ATP5IF1,1e-20,-0.94809587160216
KIRC,83667,SESN2,6.317e-10,-0.720179360486746
KIRC,54797,MED18,2.5736e-09,-0.395735613776337
KIRC,65979,PHACTR4,4.5344e-08,-0.473371556303327
KIRC,1104,RCC1,4.1178e-10,0.660051813852835
KIRC,8420,SNHG3,4.9823e-17,0.569779729215538
KIRC,26768,SNORA73B,0.027834,1.57444927403848
KIRC,54952,TRNAU1AP,1e-20,0.520874790332537
KIRC,85028,SNHG12,1e-20,2.50521908264272
KIRC,692212,SNORD99,1e-20,2.68392098080932
KIRC,6883,TAF12,0.025173,0.0704551205979533
KIRC,115273,RAB42,1e-20,4.04486809243644
KIRC,105378616,LINC01715,0.037943,0.0
KIRC,10691,GMEB1,6.6028e-08,-0.284527178949875
KIRC,51441,YTHDF2,2.7586e-12,-0.263151554059385
KIRC,4985,OPRD1,0.29171,0.0
KIRC,2035,EPB41,5.2644e-15,0.187786979486191
KIRC,399474,TMEM200B,1e-20,1.00575836781585
KIRC,6429,SRSF4,9.6078e-15,0.273885423539629
KIRC,51102,MECR,1.4419000000000002e-20,-0.34179916912147
KIRC,10076,PTPRU,1.0871e-17,0.698448317568509
KIRC,101929406,LINC01648,0.15006,0.0
KIRC,100129196,MATN1-AS1,1e-20,0.835924074254375
KIRC,7805,LAPTM5,1e-20,2.64760230966294
KIRC,100616164,MIR4420,1e-20,0.0
KIRC,105378622,LINC01778,0.032972,0.0
KIRC,9672,SDC3,1e-20,1.06402511457773
KIRC,9698,PUM1,8.811e-18,-0.553467521017088
KIRC,79570,NKAIN1,7.6347e-13,0.31034012061215
KIRC,9410,SNRNP40,1e-20,-0.460380880244697
KIRC,51538,ZCCHC17,2.7713000000000004e-19,-0.342450243030207
KIRC,2170,FABP3,9.6808e-07,-0.980192200743999
KIRC,347735,SERINC2,0.41997,-0.287617825318875
KIRC,64129,TINAGL1,0.014612,-0.115042174541618
KIRC,3061,HCRTR1,0.054109,0.0
KIRC,553115,PEF1,2.2551e-16,-0.392291034831604
KIRC,1307,COL16A1,0.17668,-0.587441784783615
KIRC,576,ADGRB2,0.12239,-1.16285452819051
KIRC,100423028,MIR4254,0.3109,0.0
KIRC,90853,SPOCD1,0.13591,0.0
KIRC,8073,PTP4A2,1.3287e-11,-0.42313515830987
KIRC,10657,KHDRBS1,0.57953,0.0510188880005938
KIRC,55116,TMEM39B,4.9199e-16,0.322918124533422
KIRC,100847018,MIR5585,0.090672,0.0
KIRC,23633,KPNA6,1e-20,-0.601951106287085
KIRC,200081,TXLNA,0.14283,-0.0697862302542514
KIRC,79140,CCDC28B,4.9932e-10,0.300356308226119
KIRC,55721,IQCC,0.70122,0.0528038692988529
KIRC,149069,DCDC2B,2.2103e-06,0.0
KIRC,56063,TMEM234,1e-20,0.510643044413121
KIRC,8668,EIF3I,0.11684,0.0793567546316171
KIRC,84734,FAM167B,0.00047985,0.174343828271928
KIRC,3932,LCK,2.0634e-11,1.35649556497502
KIRC,3065,HDAC1,1.2014e-09,-0.279157667696502
KIRC,65108,MARCKSL1,3.489e-13,0.601855332643652
KIRC,81629,TSSK3,7.2876e-06,0.0
KIRC,100128071,FAM229A,1e-20,0.477191487666386
KIRC,55108,BSDC1,1.3174e-06,-0.0827640043301359
KIRC,653121,ZBTB8A,2.2484e-08,-0.512554005193106
KIRC,339487,ZBTB8OS,3.2679e-06,0.0964069332138833
KIRC,5928,RBBP4,2.2265e-11,-0.234579170099705
KIRC,81493,SYNC,0.0048763,-0.173767067736706
KIRC,57648,KIAA1522,1e-20,-1.74645667798683
KIRC,64766,S100PBP,1e-20,0.459187059511261
KIRC,252995,FNDC5,3.8506e-10,-1.46466826700344
KIRC,3208,HPCA,1e-20,1.2190910582462
KIRC,113452,TMEM54,1.6065e-10,0.459416435522207
KIRC,127544,RNF19B,0.98957,-0.0181204796623044
KIRC,204,AK2,2.0981000000000001e-19,-0.389323238594186
KIRC,113451,AZIN2,1e-20,0.443885225995241
KIRC,55223,TRIM62,0.017001,-0.176005423972326
KIRC,149076,ZNF362,0.00027094,-0.229691926876646
KIRC,1912,PHC2,2.1351e-06,0.19105286921987
KIRC,100500853,MIR3605,1.0766e-16,0.652601217596519
KIRC,7579,ZSCAN20,0.00018119,-0.348232419239271
KIRC,114784,CSMD2,0.19716,0.0
KIRC,84970,C1orf94,0.40404,0.0
KIRC,113444,SMIM12,1e-20,-0.423795058347651
KIRC,2709,GJB5,0.86979,0.0
KIRC,127534,GJB4,0.28961,0.0
KIRC,2707,GJB3,0.10581,0.0
KIRC,2701,GJA4,1e-20,1.15939421421846
KIRC,58512,DLGAP3,9.1349e-08,-0.238786859587116
KIRC,9204,ZMYM6,0.005821,-0.178952221037359
KIRC,79830,ZMYM1,0.0009036,-0.236755779852415
KIRC,6421,SFPQ,0.50887,-0.0402562241992733
KIRC,9202,ZMYM4,4.4996e-08,-0.316838757910892
KIRC,79932,KIAA0319L,1e-20,-0.534077201107617
KIRC,23154,NCDN,5.7777e-11,-0.344299587600999
KIRC,339488,TFAP2E,5.0786e-06,0.0
