"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"12","GO:0001568","GO:0001568","blood vessel development",107,-0.297795950466147,-2.14679417296247,0.000139182997334465,0.00206633219119629,0.00143127454748802,369,"tags=50%, list=30%, signal=38%","7075/306/1285/79625/2627/2263/641700/3953/2247/57493/6926/57608/1012/5175/161198/9496/6092/168667/6505/9314/84830/54922/9510/64321/94/9353/2034/5787/284/1003/2294/2013/3373/185/1901/10203/54538/10266/358/7122/28984/2719/7049/4881/126393/7476/9037/147372/7010/6943/857/2277/55273"
"13","GO:0010033","GO:0010033","response to organic substance",239,-0.236305066605876,-1.99789681930742,0.000138282775288829,0.00206633219119629,0.00143127454748802,296,"tags=34%, list=24%, signal=32%","57608/1012/2690/627/8516/387758/6092/168667/1410/4481/255743/6505/9314/84830/2532/90865/64321/51554/7056/94/9353/858/21/4360/284/59350/158376/1003/6368/2294/2878/91851/3373/185/10203/120892/10266/358/6258/7122/9365/1066/26577/6586/4023/2719/255738/1036/7049/2264/7476/10268/154/79674/5950/3899/6751/53905/27074/147372/181/4311/255189/89780/9806/361/6943/1910/5319/2662/857/56729/7123/64399/338328/2277/2819/55273/1361/2167/51208/177"
"11","GO:0009719","GO:0009719","response to endogenous stimulus",134,-0.281058998893712,-2.12546340746955,8.1748673348988e-05,0.00143431763239588,0.00099350062347574,362,"tags=46%, list=29%, signal=37%","306/249/8425/79625/7078/2627/2263/3953/2247/1012/2690/627/8516/387758/6092/168667/255743/6505/84830/94/9353/858/21/59350/158376/1003/91851/3373/185/120892/10266/358/6258/7122/9365/1066/6586/4023/2719/255738/1036/7049/2264/7476/10268/154/79674/6751/181/4311/361/6943/1910/5319/2662/857/56729/7123/64399/2819/55273/177"
"10","GO:0001944","GO:0001944","vasculature development",110,-0.303517339538378,-2.19846975755526,5.35255649777894e-05,0.00103304340407134,0.00071555228970308,369,"tags=50%, list=30%, signal=38%","7075/306/1285/79625/2627/2263/641700/3953/2247/57493/6926/57608/1012/5175/161198/9496/6092/168667/6505/9314/84830/54922/9510/64321/94/22899/9353/79987/2034/5787/284/1003/2294/2013/3373/185/1901/10203/54538/10266/358/7122/28984/2719/7049/4881/126393/7476/9037/147372/7010/6943/857/2277/55273"
"9","GO:0071310","GO:0071310","cellular response to organic substance",192,-0.260942766766418,-2.14182038122727,4.77765413123993e-05,0.00102454138592145,0.000709663245225112,296,"tags=36%, list=24%, signal=33%","57608/2690/627/8516/6092/168667/4481/255743/6505/9314/84830/2532/90865/64321/51554/94/9353/858/4360/284/59350/158376/1003/6368/2294/91851/3373/185/10203/120892/10266/358/6258/7122/9365/1066/26577/6586/4023/2719/255738/7049/2264/7476/10268/154/79674/6751/53905/147372/181/4311/255189/89780/9806/361/6943/1910/5319/2662/857/7123/64399/2277/2819/55273/1361/2167/51208/177"
"8","GO:0072359","GO:0072359","circulatory system development",137,-0.291109490309073,-2.22063015936041,4.11552629935778e-05,0.000992870719720065,0.000687726105287419,375,"tags=49%, list=30%, signal=38%","23767/7075/306/1285/4629/79625/2627/2263/641700/3953/2247/57493/6926/57608/1012/5175/161198/9496/6092/168667/6505/9314/84830/54922/9510/65009/10395/64321/140706/94/22899/9353/79987/2034/5787/284/1003/2294/2013/3373/185/1901/10203/54538/10266/358/6445/6258/7122/28984/6586/2719/7049/4881/126393/7476/9037/5950/80274/147372/7010/89780/6943/7134/857/2277/55273"
"7","GO:0035295","GO:0035295","tube development",138,-0.287194989430102,-2.18889377326852,2.81039731708916e-05,0.000774866688854583,0.000536722495143343,336,"tags=45%, list=27%, signal=37%","2627/2263/641700/3953/2247/57493/6926/57608/1012/161198/9496/6092/168667/255743/6505/9314/84830/54922/9510/65009/10395/64321/84913/94/9353/21/2034/5787/284/59350/1003/2294/2013/3373/185/1901/340419/10203/54538/10266/358/7122/28984/2719/7049/4881/126393/7476/9037/5950/147372/6441/7010/4311/89780/6943/1910/857/64399/2277/55273/51208"
"6","GO:0006996","GO:0006996","organelle organization",238,0.205151237030061,2.15465040618132,4.96927617996667e-06,0.000159845050455594,0.000110718960501012,218,"tags=29%, list=18%, signal=30%","4751/7153/991/83540/9787/11004/55355/9212/990/1063/1058/10615/9133/5347/3149/4288/24137/9088/10403/55143/9066/113130/9837/171177/6676/4192/891/84057/9401/7272/51659/701/343578/3833/81620/898/3706/51280/147841/146909/9768/11130/6712/3832/9156/64151/6804/6790/1111/2146/26499/144501/10309/89958/6491/221150/9493/51804/259266/23397/116028/4085/983/83715/5888/4318/57405/3070/995"
"5","GO:0044260","GO:0044260","cellular macromolecule metabolic process",155,0.294628752250881,2.8376969273088,3.74504807204393e-09,1.44558855580896e-07,1.00130758978859e-07,522,"tags=68%, list=42%, signal=45%","10331/4321/4751/1917/90161/7153/991/26585/2524/9212/990/1063/79623/29089/5347/9245/3149/200810/23594/2305/55872/29128/23624/113130/1301/9837/84057/890/9401/51659/7083/81620/898/9768/374393/9156/6790/1111/2146/7262/84069/23213/8908/4830/116028/983/5888/401647/4998/2525/3070/79733/50943/120071/5427/116832/9232/91319/1763/4173/51514/55388/110599564/3159/3838/55808/402569/4796/2175/55215/10635/899/192134/10293/10267/8208/9582/146857/1734/55010/8438/51087/63967/63922/5570/7345/2597/2648/79000/4171/51809/6659/80119/79075/23532/5255/11169/2237/7516/2177/10643/641/9134/6204/9928"
"1","GO:0000278","GO:0000278","mitotic cell cycle",106,0.446135720629058,3.92249509374216,1e-10,4.825e-09,3.3421052631579e-09,283,"tags=56%, list=23%, signal=47%","4751/991/83540/9787/11004/9212/990/1063/1058/10615/9133/5347/4288/24137/2305/9088/55872/10403/55143/51512/113130/1033/9837/891/890/7272/701/3833/81620/898/147841/146909/11130/3832/64151/6790/1111/2146/10309/89958/6491/221150/9493/23397/4085/983/5888/4998/57405/79733/995/1029/9700/9232/284403/1763/4173/51514/64105"
"2","GO:0022402","GO:0022402","cell cycle process",126,0.404763625337097,3.65930086914539,1e-10,4.825e-09,3.3421052631579e-09,286,"tags=52%, list=23%, signal=44%","4751/7153/991/83540/9787/11004/9212/990/1063/1058/10615/9133/5347/4288/24137/2305/9088/55872/10403/55143/51512/113130/1033/9837/891/84057/890/7272/701/3833/81620/898/147841/146909/9768/11130/3832/81610/64151/6790/1111/2146/10309/89958/6491/9493/259266/23397/116028/4085/983/5888/4998/57405/79733/995/1029/9700/9232/284403/1763/4173/51514/64105/1594"
"3","GO:0007049","GO:0007049","cell cycle",156,0.372791330397492,3.60846187020422,1e-10,4.825e-09,3.3421052631579e-09,309,"tags=51%, list=25%, signal=43%","4751/7153/991/83540/9787/11004/55355/9212/990/1063/1058/10615/9133/5347/4288/24137/2305/9088/55872/29128/83461/10403/55143/51512/113130/1033/9837/891/84057/890/7272/701/3833/81620/898/147841/146909/9768/54478/11130/3832/9156/81610/64151/6790/1111/2146/10309/89958/6491/221150/9493/259266/23397/116028/4085/983/5888/4998/57405/3070/79733/995/1029/9700/9232/284403/10669/1763/4173/2191/51514/64105/55771/1594/220134/10609/440335/1894"
"4","GO:0051726","GO:0051726","regulation of cell cycle",108,0.387125008418615,3.40335482716889,1e-10,4.825e-09,3.3421052631579e-09,274,"tags=51%, list=22%, signal=43%","4751/991/83540/9787/9212/990/1063/10615/9133/5347/4288/2305/9088/55872/10403/55143/51512/113130/1033/891/890/7272/701/81620/898/147841/9768/11130/3832/81610/64151/6790/1111/2146/10309/6491/9493/259266/23397/116028/4085/983/5888/4998/57405/79733/995/1029/9700/9232/284403/10669/1763/2191/51514"
